Req	X_Coor	Y_Coor	Arr
0	40	50	-1
1	20	50	1
2	62	80	4
3	70	58	6
4	45	70	7
5	60	66	14
6	42	10	19
7	75	55	31
8	10	35	32
9	8	62	32
10	95	35	35
11	45	35	41
12	92	30	44
13	20	80	45
14	87	30	50
15	48	20	51
16	45	65	51
17	16	42	51
18	15	75	52
19	45	70	58
20	22	75	58
21	25	50	59
22	86	46	61
23	65	82	64
24	56	64	65
25	22	75	70
26	30	30	71
27	42	15	74
28	58	70	83
29	90	35	85
30	8	40	86
31	38	10	88
32	22	75	95
33	42	10	96
34	65	82	97
35	15	75	97
36	45	65	98
37	85	35	101
38	5	35	116
39	8	62	117
40	5	35	121
41	30	50	121
42	56	64	131
43	25	35	132
44	8	45	132
45	55	85	134
46	64	46	138
47	50	35	142
48	18	75	148
49	47	35	152
50	28	52	152
51	28	70	154
52	26	32	164
53	42	10	168
54	42	65	170
55	0	45	172
56	33	32	180
57	58	70	184
58	48	30	184
59	50	40	191
60	20	55	194
61	60	60	195
62	45	65	198
63	38	5	198
64	42	15	199
65	32	20	202
66	38	5	205
67	22	85	208
68	45	35	212
69	30	30	212
70	42	58	214
71	42	58	216
72	86	46	217
73	34	60	223
74	65	60	224
75	58	75	230
76	32	20	235
77	22	85	236
78	35	66	240
79	45	65	241
80	10	40	242
81	42	10	243
82	25	85	244
83	22	75	245
84	33	35	252
85	5	35	264
86	42	10	268
87	30	35	269
88	52	75	270
89	72	45	271
90	45	70	273
91	47	35	274
92	16	42	275
93	60	55	280
94	30	35	281
95	87	30	283
96	50	40	284
97	75	55	287
98	45	65	288
99	40	5	291
100	34	25	296
101	95	30	311
102	87	30	313
103	30	56	314
104	22	75	321
105	44	25	323
106	50	30	328
107	8	40	328
108	42	58	329
109	48	20	333
110	60	55	342
111	50	40	343
112	34	60	344
113	35	69	344
114	85	25	346
115	42	30	368
116	22	66	370
117	60	60	371
118	48	20	374
119	22	66	376
120	38	10	382
121	70	58	386
122	28	52	389
123	87	30	394
124	62	69	398
125	33	32	404
126	48	30	417
127	87	30	418
128	8	40	420
129	8	62	422
130	53	35	426
131	72	45	426
132	30	50	429
133	8	62	437
134	4	55	452
135	85	25	455
136	30	56	459
137	20	85	466
138	42	65	468
139	50	35	473
140	42	65	478
