Req	X_Coor	Y_Coor	Arr
0	40	50	-1
1	58	75	2
2	56	64	4
3	5	45	5
4	25	50	10
5	28	70	10
6	38	15	13
7	60	66	14
8	62	80	18
9	42	15	20
10	25	35	27
11	55	80	31
12	4	55	33
13	53	35	38
14	25	35	40
15	22	85	40
16	58	70	41
17	56	64	41
18	5	45	46
19	28	70	47
20	8	62	48
21	92	30	48
22	35	5	50
23	42	10	53
24	35	32	61
25	38	5	62
26	86	46	66
27	95	35	68
28	53	30	69
29	30	50	78
30	15	75	87
31	33	35	87
32	44	5	88
33	26	32	94
34	8	45	96
35	20	85	99
36	53	30	100
37	42	30	105
38	55	80	109
39	56	64	109
40	86	46	115
41	34	60	116
42	25	35	121
43	53	30	122
44	42	65	126
45	78	40	127
46	55	80	127
47	62	69	133
48	8	45	134
49	4	55	134
50	38	15	145
51	20	55	148
52	44	25	153
53	85	25	153
54	38	10	155
55	34	25	158
56	0	40	160
57	42	65	170
58	8	45	175
59	70	58	176
60	36	40	179
61	15	75	179
62	44	25	182
63	36	40	184
64	10	40	190
65	4	55	191
66	48	30	205
67	62	69	209
68	64	46	213
69	87	30	213
70	42	10	213
71	62	40	216
72	35	32	217
73	22	75	220
74	45	65	222
75	50	30	222
76	5	35	231
77	42	15	238
78	72	55	243
79	36	18	256
80	50	35	257
81	60	60	260
82	53	30	266
83	50	40	272
84	30	35	275
85	34	60	275
86	40	5	278
87	30	50	280
88	23	52	281
89	4	55	281
90	72	55	288
91	50	35	290
92	48	30	292
93	14	66	292
94	72	45	299
95	53	35	300
96	40	5	301
97	42	10	304
98	28	52	305
99	66	55	311
100	45	70	312
101	5	35	312
102	50	40	312
103	35	66	313
104	45	65	326
105	5	35	330
106	65	82	333
107	23	52	337
108	4	55	340
109	32	20	343
110	67	85	347
111	38	5	348
112	42	15	349
113	42	15	351
114	8	40	359
115	42	30	368
116	65	82	369
117	67	85	373
118	85	25	374
119	52	75	375
120	8	40	377
121	15	75	377
122	35	66	383
123	45	65	386
124	42	30	402
125	48	20	410
126	78	40	410
127	90	35	416
128	28	52	416
129	23	52	417
130	20	80	420
131	72	55	423
132	48	30	425
133	50	35	428
134	8	62	429
135	42	58	436
136	20	55	437
137	8	62	438
138	8	45	439
139	30	56	439
140	55	85	456
141	60	60	458
142	78	40	460
143	42	58	461
144	18	75	462
145	92	30	467
146	64	46	471
