Req	X_Coor	Y_Coor	Arr
0	70	70	-1
1	28	115	2
2	112	3	9
3	79	128	11
4	116	34	12
5	56	95	13
6	92	123	16
7	46	52	16
8	37	111	21
9	116	23	24
10	64	89	30
11	94	56	36
12	50	29	36
13	104	82	37
14	24	105	37
15	98	36	38
16	116	34	48
17	11	100	49
18	103	33	59
19	104	82	60
20	94	18	61
21	96	62	65
22	87	63	69
23	30	58	69
24	104	51	72
25	103	55	75
26	37	111	76
27	112	3	76
28	62	73	78
29	37	111	78
30	7	113	79
31	117	55	81
32	92	123	87
33	37	115	87
34	46	80	87
35	94	18	91
36	46	80	97
37	103	55	97
38	98	75	101
39	20	108	101
40	116	34	102
41	26	24	109
42	123	64	111
43	38	16	112
44	117	55	113
45	26	24	113
46	80	63	129
47	20	109	133
48	94	104	134
49	46	52	134
50	117	55	136
51	91	91	136
52	116	10	140
53	62	128	145
54	106	81	147
55	105	26	151
56	119	20	152
57	128	0	153
58	24	105	157
59	19	116	159
60	46	80	159
61	37	115	162
62	69	48	168
63	101	68	171
64	64	89	179
65	115	41	181
66	59	77	184
67	4	15	185
68	105	26	186
69	106	0	191
70	19	116	192
71	104	82	197
72	80	63	197
73	106	0	200
74	95	121	202
75	65	80	206
76	7	113	207
77	67	84	209
78	27	44	210
79	11	23	210
80	20	108	216
81	20	93	217
82	47	63	217
83	92	123	220
84	47	63	222
85	105	26	224
86	80	63	225
87	98	36	227
88	116	34	230
89	101	32	230
90	56	95	231
91	61	66	233
92	47	57	235
93	61	107	245
94	119	20	246
95	59	77	246
96	69	48	247
97	57	87	248
98	58	85	248
99	95	121	251
100	60	89	254
101	87	63	254
102	96	23	260
103	122	11	261
104	96	23	261
105	103	33	263
106	104	51	265
107	26	24	267
108	29	10	269
109	20	93	275
110	115	41	275
111	91	91	278
112	13	80	279
113	4	15	288
114	27	44	290
115	46	80	295
116	37	115	297
117	129	77	300
118	128	0	301
119	18	123	306
120	20	109	307
121	20	108	307
122	28	115	309
123	102	33	310
124	122	11	310
125	4	15	313
126	117	55	316
127	96	23	317
128	122	11	321
129	38	16	323
130	78	61	325
131	11	100	326
132	13	80	327
133	104	51	328
134	27	44	329
135	117	55	330
136	30	106	331
137	80	40	333
138	20	93	333
139	113	67	336
140	128	0	345
141	116	10	352
142	102	33	356
143	96	23	360
144	27	44	364
145	98	36	365
146	101	68	366
147	122	11	373
148	102	33	383
149	98	75	383
150	95	121	388
151	61	66	391
152	59	77	394
153	94	18	400
154	37	115	401
155	95	121	403
156	24	19	405
157	106	0	408
158	59	77	409
159	50	29	413
160	30	106	418
161	58	85	418
162	46	80	420
163	47	57	421
164	94	104	424
165	123	64	428
166	74	56	428
167	130	16	428
168	30	106	429
169	100	5	438
170	49	48	439
171	20	109	442
172	66	131	462
173	30	106	468
174	46	52	469
175	104	51	472
176	93	61	473
177	98	75	473
178	67	123	477
179	74	56	477
180	37	115	478
