Req	X_Coor	Y_Coor	Arr	E	L
0	150	150	-1	0	540
1	157	50	4	471	531
2	238	214	12	435	495
3	205	44	38	161	221
4	78	246	41	394	454
5	110	145	69	360	420
6	34	150	83	135	195
7	238	206	96	384	444
8	198	159	116	399	459
9	25	191	118	446	506
10	158	291	126	421	481
11	168	42	126	226	286
12	5	189	131	366	426
13	177	281	161	270	330
14	157	50	162	213	273
15	119	214	167	267	327
16	152	29	172	363	423
17	76	160	174	239	299
18	296	235	181	433	493
19	166	194	181	425	485
20	72	20	193	340	400
21	191	49	193	330	390
22	136	295	205	442	502
23	157	254	215	454	514
24	213	119	216	447	507
25	25	64	223	468	528
26	188	198	229	310	370
27	29	8	236	313	373
28	265	141	241	259	319
29	3	135	255	274	334
30	48	141	256	289	349
31	246	133	268	453	513
32	250	124	276	335	395
33	188	69	316	323	383
34	247	19	323	448	508
35	48	141	331	409	469
36	238	214	349	476	536
37	136	228	392	452	512
38	71	294	397	439	499
39	72	20	407	474	534
40	296	235	414	437	497
41	296	235	415	434	494
42	168	42	434	457	517
43	248	41	460	476	536
44	208	208	464	478	538
