Req	X_Coor	Y_Coor	Arr
0	100	100	-1
1	53	29	1
2	93	7	8
3	166	117	15
4	29	139	15
5	7	142	16
6	109	126	18
7	123	8	21
8	196	78	23
9	78	184	25
10	85	192	32
11	181	175	34
12	7	142	34
13	22	133	35
14	164	113	35
15	135	0	37
16	121	36	38
17	123	8	40
18	53	67	44
19	196	78	45
20	5	73	45
21	53	61	46
22	193	23	49
23	145	31	51
24	192	151	55
25	175	143	58
26	179	141	58
27	175	57	63
28	45	48	64
29	151	28	66
30	39	58	70
31	141	8	71
32	53	61	74
33	144	190	77
34	107	125	79
35	153	160	81
36	62	50	85
37	64	52	87
38	185	96	89
39	97	67	89
40	192	151	91
41	45	48	92
42	196	78	94
43	118	5	95
44	185	96	100
45	190	28	100
46	153	160	103
47	15	88	105
48	189	95	107
49	150	103	108
50	196	78	109
51	143	0	110
52	42	102	113
53	145	31	116
54	181	89	121
55	87	117	122
56	190	28	124
57	78	184	126
58	181	175	131
59	144	170	133
60	53	61	133
61	189	95	133
62	179	141	134
63	93	7	137
64	154	172	141
65	118	5	142
66	42	102	145
67	22	133	149
68	108	168	151
69	121	115	158
70	187	142	160
71	190	109	162
72	150	103	162
73	123	4	168
74	118	5	169
75	145	9	172
76	149	5	177
77	93	7	181
78	85	192	184
79	181	151	186
80	5	73	192
81	28	193	193
82	102	170	193
83	103	66	196
84	25	146	198
85	154	172	206
86	23	137	212
87	123	8	217
88	135	0	218
89	185	96	222
90	144	170	225
91	103	66	225
92	144	170	227
93	113	94	229
94	22	133	230
95	53	29	233
96	15	88	235
97	175	143	236
98	22	133	247
99	189	151	252
100	154	27	255
101	85	192	258
102	102	170	259
103	25	146	261
104	23	137	262
105	121	115	264
106	65	53	267
107	53	67	270
108	7	151	270
109	141	8	272
110	144	190	280
111	53	29	282
112	123	4	288
113	99	144	289
114	39	58	290
115	87	117	293
116	53	67	299
117	64	52	306
118	7	151	307
119	141	8	307
120	47	49	308
121	45	48	311
122	192	28	314
123	149	167	315
124	144	170	324
125	145	9	325
126	148	103	329
127	197	140	329
128	143	0	330
129	190	28	340
130	197	140	343
131	139	7	349
132	29	139	349
133	193	159	354
134	192	151	359
135	148	98	360
136	42	102	362
137	196	78	364
138	190	109	367
139	190	154	367
140	150	103	369
141	39	58	370
142	190	109	371
143	148	103	372
144	110	164	375
145	78	184	375
146	39	58	377
147	150	103	381
148	193	23	386
149	78	119	389
150	197	140	394
151	105	125	395
152	181	175	395
153	42	101	396
154	96	147	400
155	53	67	402
156	194	112	404
157	150	103	404
158	153	160	406
159	178	123	411
160	193	23	412
161	87	117	415
162	87	117	417
163	148	103	417
164	200	136	423
165	181	175	428
166	164	113	430
167	7	151	431
168	145	31	438
169	47	49	440
170	41	182	441
171	97	67	441
172	123	121	444
173	189	95	447
174	47	50	447
175	144	190	453
176	28	193	453
177	165	113	456
178	185	96	456
179	148	103	456
180	164	113	461
181	23	137	470
182	150	103	471
