Req	X_Coor	Y_Coor	Arr
0	200	200	-1
1	349	272	8
2	235	212	26
3	323	243	28
4	75	76	29
5	28	353	34
6	347	395	42
7	77	319	45
8	262	30	49
9	340	290	54
10	134	63	64
11	186	304	68
12	302	274	71
13	370	104	85
14	68	143	87
15	70	231	87
16	47	328	93
17	323	243	98
18	52	194	100
19	70	231	101
20	391	42	110
21	315	237	118
22	370	104	120
23	192	332	121
24	28	353	122
25	28	353	122
26	390	357	127
27	192	332	133
28	281	155	134
29	113	184	143
30	340	290	170
31	359	30	182
32	340	290	187
33	391	42	187
34	153	315	193
35	122	183	194
36	177	77	201
37	369	100	208
38	338	391	218
39	262	30	232
40	18	100	232
41	140	40	236
42	60	319	238
43	323	243	248
44	390	357	262
45	393	307	262
46	153	315	262
47	52	194	262
48	24	96	267
49	24	96	268
50	393	297	269
51	373	253	274
52	366	340	277
53	393	307	280
54	153	315	284
55	186	75	306
56	329	236	312
57	364	55	313
58	381	290	314
59	321	217	314
60	276	157	316
61	213	332	318
62	366	340	327
63	77	319	331
64	239	254	334
65	18	100	338
66	281	155	344
67	34	242	348
68	166	357	353
69	310	363	355
70	128	68	355
71	338	391	357
72	60	319	358
73	52	194	364
74	369	100	368
75	323	243	373
76	189	306	373
77	186	75	381
78	393	297	383
79	353	65	385
80	34	242	389
81	68	143	397
82	393	312	400
83	270	151	411
84	113	184	411
85	276	157	422
86	235	212	434
87	370	104	436
88	113	184	437
89	366	340	444
90	192	332	453
91	390	357	457
92	364	25	461
93	369	100	462
94	102	118	464
95	175	299	467
96	393	306	470
97	159	11	473
