Req	X_Coor	Y_Coor	Arr	E	L
0	70	70	-1	0	540
1	140	42	5	120	180
2	112	13	11	240	300
3	15	4	28	300	360
4	42	29	28	360	420
5	139	73	30	420	480
6	15	4	42	120	180
7	54	106	56	60	120
8	23	39	59	480	540
9	26	50	64	420	480
10	136	123	66	420	480
11	58	95	68	240	300
12	112	13	88	240	300
13	15	4	94	120	180
14	66	40	96	480	540
15	12	138	97	360	420
16	60	23	101	360	420
17	99	34	109	300	360
18	138	24	111	240	300
19	50	106	144	480	540
20	15	18	157	180	240
21	46	133	190	480	540
22	104	73	191	420	480
23	119	73	193	360	420
24	83	38	200	300	360
25	49	140	211	360	420
26	104	73	217	300	360
27	135	65	235	300	360
28	139	73	244	300	360
29	54	78	256	420	480
30	4	44	259	480	540
31	116	13	272	300	360
32	140	42	274	420	480
33	78	111	274	360	420
34	44	58	277	300	360
35	120	14	282	420	480
36	116	13	292	300	360
37	4	44	305	480	540
38	65	0	321	420	480
39	54	78	328	420	480
40	13	48	339	480	540
41	99	34	340	420	480
42	35	90	346	420	480
43	12	138	349	480	540
44	116	13	358	360	420
45	85	75	383	480	540
46	139	72	384	420	480
47	65	80	390	480	540
48	138	78	395	420	480
49	138	78	416	420	480
50	39	13	425	480	540
51	140	36	431	480	540
52	44	58	435	480	540
53	86	40	445	480	540
54	4	71	451	480	540
55	120	52	451	480	540
56	109	139	466	480	540
57	30	21	475	480	540
58	82	103	478	480	540
