Req	X_Coor	Y_Coor	Arr	E	L
0	150	150	-1	0	540
1	191	234	3	416	476
2	56	116	4	206	266
3	109	299	6	143	203
4	217	73	9	380	440
5	274	97	12	297	357
6	135	251	17	24	84
7	52	288	23	398	458
8	167	176	25	411	471
9	112	272	37	471	531
10	12	10	37	250	310
11	153	61	38	51	111
12	100	73	39	303	363
13	300	44	41	304	364
14	165	204	45	196	256
15	47	277	47	126	186
16	125	168	51	101	161
17	236	248	51	293	353
18	140	214	56	98	158
19	59	67	62	323	383
20	257	58	62	350	410
21	259	240	64	334	394
22	167	176	67	224	284
23	114	204	73	449	509
24	246	166	75	280	340
25	107	39	77	167	227
26	50	285	80	175	235
27	274	6	80	266	326
28	254	87	82	95	155
29	165	204	84	375	435
30	47	277	87	184	244
31	60	156	88	169	229
32	165	204	95	198	258
33	274	97	96	176	236
34	191	234	102	286	346
35	167	176	109	260	320
36	109	61	112	287	347
37	188	142	115	464	524
38	87	183	127	424	484
39	135	251	128	200	260
40	277	101	133	226	286
41	87	183	140	317	377
42	289	79	141	380	440
43	11	242	142	209	269
44	47	277	143	479	539
45	145	182	150	429	489
46	158	140	151	320	380
47	158	140	151	230	290
48	59	280	151	303	363
49	56	116	152	184	244
50	94	93	156	171	231
51	173	72	161	449	509
52	84	231	175	362	422
53	274	6	178	280	340
54	108	109	179	409	469
55	57	123	184	245	305
56	190	181	197	286	346
57	108	109	203	308	368
58	94	93	206	359	419
59	290	219	208	267	327
60	233	119	210	467	527
61	161	22	213	365	425
62	158	140	213	242	302
63	109	148	215	253	313
64	153	61	224	461	521
65	145	182	230	301	361
66	67	175	252	444	504
67	119	104	253	330	390
68	11	191	256	267	327
69	135	251	256	357	417
70	54	285	262	427	487
71	158	140	264	361	421
72	277	101	264	444	504
73	158	140	266	447	507
74	190	181	272	324	384
75	230	128	273	291	351
76	94	93	277	465	525
77	169	173	279	412	472
78	236	248	280	350	410
79	145	182	281	298	358
80	108	113	283	394	454
81	277	101	285	298	358
82	213	68	288	402	462
83	149	282	288	353	413
84	15	178	303	473	533
85	13	202	306	413	473
86	257	58	306	342	402
87	30	243	310	472	532
88	246	137	312	441	501
89	230	128	314	408	468
90	147	43	316	393	453
91	106	71	319	461	521
92	158	27	321	441	501
93	227	80	340	478	538
94	300	44	344	390	450
95	56	116	344	386	446
96	173	72	345	433	493
97	155	180	347	400	460
98	254	87	348	453	513
99	153	61	352	414	474
100	59	67	361	387	447
101	67	175	365	410	470
102	60	156	370	467	527
103	254	87	371	375	435
104	110	31	376	430	490
105	293	62	383	407	467
106	109	61	391	414	474
107	250	134	395	431	491
108	155	180	397	466	526
109	158	27	400	410	470
110	167	176	407	437	497
111	227	80	407	419	479
112	213	68	412	459	519
113	3	119	414	463	523
114	97	232	422	460	520
115	199	28	423	480	540
116	158	140	423	435	495
117	224	61	425	427	487
118	216	62	428	479	539
119	78	236	434	465	525
120	242	73	441	459	519
121	242	73	442	451	511
122	30	226	443	480	540
123	289	79	444	459	519
124	52	288	445	450	510
125	9	145	448	479	539
126	112	272	450	454	514
127	109	148	456	462	522
128	112	43	458	458	518
129	258	232	458	465	525
130	57	125	460	473	533
131	158	140	462	465	525
132	67	175	464	477	537
133	153	61	472	472	532
134	250	134	474	478	538
135	65	56	478	480	540
136	277	101	478	478	538
137	125	168	480	480	540
