Req	X_Coor	Y_Coor	Arr
0	100	100	-1
1	21	85	5
2	15	87	6
3	154	7	11
4	188	125	11
5	74	55	19
6	122	58	23
7	55	51	41
8	67	138	44
9	172	114	51
10	158	81	59
11	193	12	61
12	63	58	61
13	110	184	64
14	135	45	68
15	158	81	69
16	184	140	115
17	63	192	122
18	185	123	132
19	179	151	142
20	135	45	142
21	149	78	172
22	55	64	216
23	63	192	219
24	79	193	234
25	179	141	243
26	15	87	250
27	73	81	253
28	122	13	253
29	5	162	260
30	12	69	268
31	7	151	270
32	158	81	289
33	110	184	297
34	22	61	298
35	95	50	303
36	135	45	314
37	48	30	319
38	179	141	320
39	55	51	334
40	103	77	347
41	55	51	358
42	80	108	372
43	39	112	375
44	179	151	392
45	13	152	392
46	185	123	413
47	20	59	445
48	21	85	460
49	129	176	469
50	111	129	470
