Req	X_Coor	Y_Coor	Arr	E	L
0	150	150	-1	0	540
1	149	98	0	108	168
2	119	214	3	311	371
3	157	254	16	372	432
4	15	52	23	412	472
5	29	8	23	363	423
6	140	18	32	265	325
7	289	79	41	480	540
8	188	69	48	465	525
9	238	214	55	449	509
10	246	133	56	377	437
11	52	109	62	435	495
12	297	43	63	407	467
13	102	155	64	437	497
14	47	121	64	337	397
15	296	235	65	376	436
16	57	192	67	185	245
17	43	62	69	240	300
18	229	25	69	432	492
19	289	79	75	241	301
20	188	198	76	343	403
21	272	70	83	316	376
22	90	44	86	141	201
23	48	141	87	290	350
24	57	192	90	395	455
25	206	121	99	182	242
26	289	79	103	421	481
27	188	69	112	416	476
28	296	235	118	427	487
29	56	212	121	441	501
30	152	29	122	224	284
31	206	121	123	309	369
32	242	70	124	142	202
33	149	98	139	198	258
34	64	170	141	155	215
35	25	191	143	458	518
36	149	98	146	217	277
37	29	130	147	386	446
38	107	39	149	420	480
39	177	281	160	440	500
40	176	263	161	426	486
41	25	191	166	286	346
42	279	36	167	395	455
43	188	198	169	178	238
44	25	64	172	454	514
45	248	41	184	313	373
46	205	44	186	418	478
47	246	123	190	234	294
48	47	121	190	420	480
49	80	131	193	225	285
50	37	149	201	474	534
51	110	31	202	375	435
52	3	135	207	207	267
53	15	178	211	215	275
54	136	228	221	230	290
55	140	18	224	419	479
56	90	44	224	468	528
57	165	179	226	466	526
58	214	234	233	266	326
59	16	22	233	366	426
60	152	29	237	466	526
61	90	44	239	308	368
62	272	70	239	345	405
63	238	206	239	386	446
64	25	64	239	283	343
65	25	64	242	311	371
66	37	149	249	367	427
67	168	42	255	274	334
68	103	8	255	417	477
69	139	146	255	471	531
70	15	52	256	383	443
71	139	33	257	383	443
72	110	145	259	381	441
73	180	114	260	354	414
74	43	52	263	336	396
75	25	191	266	300	360
76	297	43	272	477	537
77	159	42	275	476	536
78	188	69	280	344	404
79	56	212	283	295	355
80	37	126	288	340	400
81	279	36	289	319	379
82	216	203	293	406	466
83	149	98	293	403	463
84	107	39	294	332	392
85	4	294	300	345	405
86	279	189	310	325	385
87	25	64	314	382	442
88	61	138	315	364	424
89	136	295	318	367	427
90	158	291	322	404	464
91	102	155	323	407	467
92	157	50	329	369	429
93	37	149	332	468	528
94	188	69	338	354	414
95	238	214	339	454	514
96	234	107	339	413	473
97	119	214	340	433	493
98	110	31	346	378	438
99	29	8	350	448	508
100	29	130	351	443	503
101	3	135	352	382	442
102	103	8	355	451	511
103	152	29	360	446	506
104	78	246	362	454	514
105	139	33	366	453	513
106	157	50	375	379	439
107	242	70	375	465	525
108	38	139	379	433	493
109	272	70	381	404	464
110	139	146	383	430	490
111	157	50	383	426	486
112	205	44	384	449	509
113	26	27	385	412	472
114	52	109	389	404	464
115	297	43	390	435	495
116	108	3	398	430	490
117	238	206	402	459	519
118	205	44	405	419	479
119	26	27	412	451	511
120	238	214	415	456	516
121	207	149	416	477	537
122	37	149	416	467	527
123	191	49	421	474	534
124	176	263	422	479	539
125	180	114	422	445	505
126	29	130	431	480	540
127	158	291	432	445	505
128	157	50	445	453	513
129	43	52	446	466	526
130	247	19	449	451	511
131	216	203	449	459	519
132	139	146	450	479	539
133	43	52	451	467	527
134	283	144	456	461	521
135	208	208	468	478	538
136	48	141	468	479	539
137	238	206	473	474	534
138	56	212	479	479	539
139	26	27	479	479	539
140	168	42	480	480	540
