Req	X_Coor	Y_Coor	Arr
0	200	200	-1
1	374	163	17
2	287	279	20
3	238	124	23
4	221	225	25
5	220	238	27
6	213	305	27
7	342	154	30
8	278	221	46
9	267	295	51
10	169	235	60
11	142	385	63
12	137	68	70
13	366	97	81
14	56	156	81
15	344	236	100
16	248	126	104
17	57	381	105
18	369	118	106
19	234	20	109
20	175	304	110
21	169	235	125
22	213	305	132
23	343	322	151
24	206	286	158
25	223	41	169
26	206	286	194
27	75	238	203
28	349	135	203
29	223	41	206
30	116	102	207
31	168	223	217
32	16	294	222
33	244	135	223
34	349	249	223
35	16	114	225
36	191	167	226
37	103	361	231
38	369	118	231
39	175	304	236
40	169	235	238
41	223	41	238
42	38	366	242
43	236	260	246
44	202	158	247
45	223	41	248
46	287	279	257
47	57	381	268
48	92	238	270
49	238	124	270
50	159	164	279
51	203	40	287
52	73	292	302
53	325	45	305
54	320	166	310
55	175	304	314
56	191	167	322
57	239	252	322
58	300	64	326
59	359	31	332
60	38	366	334
61	31	360	364
62	269	203	365
63	56	156	367
64	395	167	371
65	370	57	379
66	344	236	380
67	278	221	380
68	343	335	389
69	84	221	392
70	344	236	393
71	234	37	397
72	369	118	398
73	14	53	400
74	84	221	402
75	194	65	402
76	236	260	405
77	267	295	406
78	170	114	409
79	169	235	411
80	170	114	414
81	306	361	416
82	26	199	416
83	36	288	418
84	279	262	422
85	36	203	423
86	78	194	433
87	294	13	444
88	168	223	448
89	137	68	451
90	169	235	453
91	306	361	462
